trade_date,month,list_type,rank,trigger_stocks,selected_concepts,cb_code,cb_name,stk_code,stk_name,matched_concepts,quality_tier,quality_tier_reason,observation_reason,risk_notes,open,close,return_pct
2026-01-12,2026-01,观察,3,"烽火通信(600498,封单8.64亿)",央企国企改革(-0.0012)、WiFi6(-0.0163),110075.SH,南航转债,600029,南方航空,央企国企改革,C,概念竞价强度-0.00%,非A档观察,成交额偏低2.7万；剩余规模58.96亿,136.699,136.549,-0.1097
2026-01-12,2026-01,观察,4,"烽火通信(600498,封单8.64亿)",央企国企改革(-0.0012)、WiFi6(-0.0163),110808.SH,动力定02,600482,中国动力,央企国企改革,C,概念竞价强度-0.00%,非A档观察,退市日期2026-03-23,,,
2026-01-12,2026-01,观察,5,"烽火通信(600498,封单8.64亿)",央企国企改革(-0.0012)、WiFi6(-0.0163),110817.SH,保利定转,600048,保利发展,央企国企改革,C,概念竞价强度-0.00%,非A档观察,剩余规模85.00亿,,,
2026-01-12,2026-01,观察,6,"烽火通信(600498,封单8.64亿)",央企国企改革(-0.0012)、WiFi6(-0.0163),113045.SH,环旭转债,601231,环旭电子,WiFi6,C,概念竞价强度-0.02%,非A档观察,强赎中；成交额偏低7.8万；退市日期2026-01-29,155.0,153.037,-1.2665
2026-01-12,2026-01,观察,7,"烽火通信(600498,封单8.64亿)",央企国企改革(-0.0012)、WiFi6(-0.0163),113051.SH,节能转债,601016,节能风电,央企国企改革,C,概念竞价强度-0.00%,非A档观察,成交额偏低1.1万；剩余规模26.52亿,123.67,124.792,0.9073
2026-01-12,2026-01,观察,8,"烽火通信(600498,封单8.64亿)",央企国企改革(-0.0012)、WiFi6(-0.0163),113688.SH,国检转债,603060,国检集团,央企国企改革,C,概念竞价强度-0.00%,非A档观察,成交额偏低0.4万,134.85,137.038,1.6225
2026-01-12,2026-01,观察,9,"烽火通信(600498,封单8.64亿)",央企国企改革(-0.0012)、WiFi6(-0.0163),118022.SH,锂科转债,688779,五矿新能,央企国企改革,C,概念竞价强度-0.00%,非A档观察,成交额偏低1.2万；剩余规模32.50亿,123.998,124.907,0.7331
2026-01-12,2026-01,观察,10,"烽火通信(600498,封单8.64亿)",央企国企改革(-0.0012)、WiFi6(-0.0163),123241.SZ,欧通转债,300870,欧陆通,WiFi6,C,概念竞价强度-0.02%,非A档观察,成交额偏低10.8万,675.0,654.3,-3.0667
2026-01-12,2026-01,观察,11,"烽火通信(600498,封单8.64亿)",央企国企改革(-0.0012)、WiFi6(-0.0163),123262.SZ,神宇转债,300563,神宇股份,WiFi6,C,概念竞价强度-0.02%,非A档观察,成交额偏低4.0万,159.5,163.68,2.6207
2026-01-12,2026-01,观察,12,"烽火通信(600498,封单8.64亿)",央企国企改革(-0.0012)、WiFi6(-0.0163),123272.SZ,中汽转债,301215,中汽股份,央企国企改革,C,概念竞价强度-0.00%,非A档观察,剩余规模10.39亿,,,
2026-01-12,2026-01,观察,13,"烽火通信(600498,封单8.64亿)",央企国企改革(-0.0012)、WiFi6(-0.0163),127018.SZ,本钢转债,000761,本钢板材,央企国企改革,C,概念竞价强度-0.00%,非A档观察,公告到期赎回；成交额偏低1.3万；退市日期2026-06-29,122.6,123.174,0.4682
2026-01-12,2026-01,观察,14,"烽火通信(600498,封单8.64亿)",央企国企改革(-0.0012)、WiFi6(-0.0163),127071.SZ,天箭转债,003009,中天火箭,央企国企改革,C,概念竞价强度-0.00%,非A档观察,强赎中；成交额偏低29.8万；退市日期2026-03-16,192.0,214.5,11.7188
2026-01-12,2026-01,观察,15,"烽火通信(600498,封单8.64亿)",央企国企改革(-0.0012)、WiFi6(-0.0163),127108.SZ,太能转债,000591,太阳能,央企国企改革,C,概念竞价强度-0.00%,非A档观察,成交额偏低0.9万；剩余规模29.50亿,125.998,125.985,-0.0103
2026-01-12,2026-01,观察,16,"烽火通信(600498,封单8.64亿)",央企国企改革(-0.0012)、WiFi6(-0.0163),127110.SZ,广核转债,003816,中国广核,央企国企改革,C,概念竞价强度-0.00%,非A档观察,成交额偏低0.7万；剩余规模48.99亿,145.754,146.501,0.5125
2026-01-15,2026-01,主买,1,"紫光国微(002049,封单11.71亿)",移动支付(0.1483)、数字货币(0.126),127038.SZ,国微转债,002049,紫光国微,数字货币、移动支付,A,概念竞价强度0.15%,,成交额偏低25.9万；剩余规模14.92亿,157.0,151.339,-3.6057
2026-01-15,2026-01,主买,2,"紫光国微(002049,封单11.71亿)",移动支付(0.1483)、数字货币(0.126),123157.SZ,科蓝转债,300663,科蓝软件,数字货币、移动支付,A,概念竞价强度0.15%,,成交额偏低1.0万,159.8,154.574,-3.2703
2026-01-15,2026-01,主买,3,"紫光国微(002049,封单11.71亿)",移动支付(0.1483)、数字货币(0.126),123196.SZ,正元转02,300645,正元智慧,数字货币、移动支付,A,概念竞价强度0.15%,,成交额偏低0.4万,142.202,140.262,-1.3643
2026-01-15,2026-01,主买,4,"紫光国微(002049,封单11.71亿)",移动支付(0.1483)、数字货币(0.126),110074.SH,精达转债,600577,精达股份,移动支付,A,概念竞价强度0.15%,,成交额偏低12.7万,486.7,513.783,5.5646
2026-01-15,2026-01,主买,5,"紫光国微(002049,封单11.71亿)",移动支付(0.1483)、数字货币(0.126),118021.SH,新致转债,688590,新致软件,数字货币,A,概念竞价强度0.13%,,强赎中；成交额偏低7.2万；退市日期2026-03-25,300.326,292.977,-2.447
2026-01-15,2026-01,主买,6,"紫光国微(002049,封单11.71亿)",移动支付(0.1483)、数字货币(0.126),118057.SH,甬矽转债,688362,甬矽电子,数字货币,A,概念竞价强度0.13%,,强赎中；成交额偏低13.4万；退市日期2026-06-16,245.0,246.787,0.7294
2026-01-19,2026-01,观察,1,"锋龙股份(002931,封单12.93亿)",股权转让(并购重组)(0.0051)、机器人概念(0.0028),110074.SH,精达转债,600577,精达股份,机器人概念、股权转让(并购重组),B,概念竞价强度0.01%,非A档观察,成交额偏低12.4万,530.6,551.996,4.0324
2026-01-19,2026-01,观察,2,"锋龙股份(002931,封单12.93亿)",股权转让(并购重组)(0.0051)、机器人概念(0.0028),113698.SH,凯众转债,603037,凯众股份,机器人概念、股权转让(并购重组),B,概念竞价强度0.01%,非A档观察,成交额偏低1.8万,181.08,183.183,1.1614
2026-01-19,2026-01,观察,3,"锋龙股份(002931,封单12.93亿)",股权转让(并购重组)(0.0051)、机器人概念(0.0028),118500.SH,思瑞定转,688536,思瑞浦,机器人概念、股权转让(并购重组),B,概念竞价强度0.01%,非A档观察,,,,
2026-01-19,2026-01,观察,4,"锋龙股份(002931,封单12.93亿)",股权转让(并购重组)(0.0051)、机器人概念(0.0028),123054.SZ,思特转债,300608,思特奇,机器人概念、股权转让(并购重组),B,概念竞价强度0.01%,非A档观察,强赎中；成交额偏低0.3万；退市日期2026-06-09,151.999,151.2,-0.5257
2026-01-19,2026-01,观察,5,"锋龙股份(002931,封单12.93亿)",股权转让(并购重组)(0.0051)、机器人概念(0.0028),127061.SZ,美锦转债,000723,美锦能源,机器人概念、股权转让(并购重组),B,概念竞价强度0.01%,非A档观察,成交额偏低1.1万；剩余规模27.89亿,119.8,121.325,1.273
2026-01-19,2026-01,观察,6,"锋龙股份(002931,封单12.93亿)",股权转让(并购重组)(0.0051)、机器人概念(0.0028),128101.SZ,联创转债,002036,联创电子,机器人概念、股权转让(并购重组),B,概念竞价强度0.01%,非A档观察,公告到期赎回；成交额偏低0.6万；退市日期2026-03-17,129.499,129.0,-0.3853
2026-01-19,2026-01,观察,7,"锋龙股份(002931,封单12.93亿)",股权转让(并购重组)(0.0051)、机器人概念(0.0028),110089.SH,兴发转债,600141,兴发集团,机器人概念,B,概念竞价强度0.00%,非A档观察,强赎中；成交额偏低4.4万；退市日期2026-03-04,144.05,147.969,2.7206
2026-01-19,2026-01,观察,8,"锋龙股份(002931,封单12.93亿)",股权转让(并购重组)(0.0051)、机器人概念(0.0028),110090.SH,爱迪转债,600933,爱柯迪,机器人概念,B,概念竞价强度0.00%,非A档观察,成交额偏低1.0万；剩余规模15.70亿,146.51,149.0,1.6995
2026-01-19,2026-01,观察,9,"锋龙股份(002931,封单12.93亿)",股权转让(并购重组)(0.0051)、机器人概念(0.0028),110093.SH,神马转债,600810,神马股份,股权转让(并购重组),B,概念竞价强度0.01%,非A档观察,成交额偏低0.7万；剩余规模22.20亿,136.92,137.373,0.3309
2026-01-19,2026-01,观察,10,"锋龙股份(002931,封单12.93亿)",股权转让(并购重组)(0.0051)、机器人概念(0.0028),110811.SH,神马定01,600810,神马股份,股权转让(并购重组),B,概念竞价强度0.01%,非A档观察,公告提示强赎,,,
2026-01-19,2026-01,观察,11,"锋龙股份(002931,封单12.93亿)",股权转让(并购重组)(0.0051)、机器人概念(0.0028),111000.SH,起帆转债,605222,起帆电缆,机器人概念,B,概念竞价强度0.00%,非A档观察,成交额偏低8.0万,140.757,143.961,2.2763
2026-01-19,2026-01,观察,12,"锋龙股份(002931,封单12.93亿)",股权转让(并购重组)(0.0051)、机器人概念(0.0028),111004.SH,明新转债,605068,明新旭腾,机器人概念,B,概念竞价强度0.00%,非A档观察,成交额偏低0.6万,139.23,140.4,0.8403
2026-01-19,2026-01,观察,13,"锋龙股份(002931,封单12.93亿)",股权转让(并购重组)(0.0051)、机器人概念(0.0028),111005.SH,富春转债,605189,富春染织,机器人概念,B,概念竞价强度0.00%,非A档观察,强赎中；成交额偏低0.7万；退市日期2026-05-29,163.338,165.943,1.5949
2026-01-19,2026-01,观察,14,"锋龙股份(002931,封单12.93亿)",股权转让(并购重组)(0.0051)、机器人概念(0.0028),111010.SH,立昂转债,605358,立昂微,机器人概念,B,概念竞价强度0.00%,非A档观察,强赎中；成交额偏低3.0万；退市日期2026-06-18,149.783,149.757,-0.0174
2026-01-19,2026-01,观察,15,"锋龙股份(002931,封单12.93亿)",股权转让(并购重组)(0.0051)、机器人概念(0.0028),111012.SH,福新转债,605488,福莱新材,机器人概念,B,概念竞价强度0.00%,非A档观察,成交额偏低37.9万,500.0,560.637,12.1274
2026-01-19,2026-01,观察,16,"锋龙股份(002931,封单12.93亿)",股权转让(并购重组)(0.0051)、机器人概念(0.0028),111016.SH,神通转债,605228,神通科技,机器人概念,B,概念竞价强度0.00%,非A档观察,强赎中；成交额偏低1.7万；退市日期2026-02-13,144.144,142.103,-1.4159
2026-01-19,2026-01,观察,17,"锋龙股份(002931,封单12.93亿)",股权转让(并购重组)(0.0051)、机器人概念(0.0028),113046.SH,金田转债,601609,金田股份,机器人概念,B,概念竞价强度0.00%,非A档观察,成交额偏低0.8万；剩余规模14.99亿,138.375,139.697,0.9554
2026-01-19,2026-01,观察,18,"锋龙股份(002931,封单12.93亿)",股权转让(并购重组)(0.0051)、机器人概念(0.0028),113049.SH,长汽转债,601633,长城汽车,机器人概念,B,概念竞价强度0.00%,非A档观察,成交额偏低0.9万；剩余规模34.95亿,117.741,117.613,-0.1087
2026-01-19,2026-01,观察,19,"锋龙股份(002931,封单12.93亿)",股权转让(并购重组)(0.0051)、机器人概念(0.0028),113069.SH,博23转债,601137,博威合金,机器人概念,B,概念竞价强度0.00%,非A档观察,强赎中；成交额偏低0.0万；退市日期2026-01-22,,,
2026-01-19,2026-01,观察,20,"锋龙股份(002931,封单12.93亿)",股权转让(并购重组)(0.0051)、机器人概念(0.0028),113589.SH,天创转债,603608,天创时尚,股权转让(并购重组),B,概念竞价强度0.01%,非A档观察,成交额偏低2.0万；退市日期2026-06-24,249.73,251.837,0.8437
2026-01-19,2026-01,观察,21,"锋龙股份(002931,封单12.93亿)",股权转让(并购重组)(0.0051)、机器人概念(0.0028),113593.SH,沪工转债,603131,上海沪工,机器人概念,B,概念竞价强度0.00%,非A档观察,强赎中；成交额偏低0.0万；退市日期2026-01-22,,,
2026-01-19,2026-01,观察,22,"锋龙股份(002931,封单12.93亿)",股权转让(并购重组)(0.0051)、机器人概念(0.0028),113618.SH,美诺转债,603538,美诺华,机器人概念,B,概念竞价强度0.00%,非A档观察,强赎中；成交额偏低0.9万；退市日期2026-05-08,138.936,136.053,-2.0751
2026-01-19,2026-01,观察,23,"锋龙股份(002931,封单12.93亿)",股权转让(并购重组)(0.0051)、机器人概念(0.0028),113633.SH,科沃转债,603486,科沃斯,机器人概念,B,概念竞价强度0.00%,非A档观察,成交额偏低0.2万；剩余规模10.40亿,123.8,124.005,0.1656
2026-01-19,2026-01,观察,24,"锋龙股份(002931,封单12.93亿)",股权转让(并购重组)(0.0051)、机器人概念(0.0028),113643.SH,风语转债,603466,风语筑,机器人概念,B,概念竞价强度0.00%,非A档观察,成交额偏低0.3万,134.743,134.762,0.0141
2026-01-19,2026-01,观察,25,"锋龙股份(002931,封单12.93亿)",股权转让(并购重组)(0.0051)、机器人概念(0.0028),113644.SH,艾迪转债,603638,艾迪精密,机器人概念,B,概念竞价强度0.00%,非A档观察,强赎中；成交额偏低3.1万；退市日期2026-07-09,156.928,148.139,-5.6007
2026-01-19,2026-01,观察,26,"锋龙股份(002931,封单12.93亿)",股权转让(并购重组)(0.0051)、机器人概念(0.0028),113646.SH,永吉转债,603058,永吉股份,股权转让(并购重组),B,概念竞价强度0.01%,非A档观察,成交额偏低1.7万,159.5,157.589,-1.1981
2026-01-19,2026-01,观察,27,"锋龙股份(002931,封单12.93亿)",股权转让(并购重组)(0.0051)、机器人概念(0.0028),113651.SH,松霖转债,603992,松霖科技,机器人概念,B,概念竞价强度0.00%,非A档观察,强赎中；成交额偏低3.0万；退市日期2026-03-23,325.745,315.926,-3.0143
2026-01-19,2026-01,观察,28,"锋龙股份(002931,封单12.93亿)",股权转让(并购重组)(0.0051)、机器人概念(0.0028),113652.SH,伟22转债,603568,伟明环保,机器人概念,B,概念竞价强度0.00%,非A档观察,成交额偏低1.3万；剩余规模14.77亿,139.99,138.933,-0.7551
2026-01-19,2026-01,观察,29,"锋龙股份(002931,封单12.93亿)",股权转让(并购重组)(0.0051)、机器人概念(0.0028),113654.SH,永02转债,603901,永创智能,机器人概念,B,概念竞价强度0.00%,非A档观察,强赎中；成交额偏低1.4万；退市日期2026-05-13,209.0,205.615,-1.6196
2026-01-19,2026-01,观察,30,"锋龙股份(002931,封单12.93亿)",股权转让(并购重组)(0.0051)、机器人概念(0.0028),113659.SH,莱克转债,603355,莱克电气,机器人概念,B,概念竞价强度0.00%,非A档观察,成交额偏低1.3万；剩余规模12.00亿,142.708,142.194,-0.3602
2026-01-19,2026-01,观察,31,"锋龙股份(002931,封单12.93亿)",股权转让(并购重组)(0.0051)、机器人概念(0.0028),113667.SH,春23转债,603890,春秋电子,机器人概念,B,概念竞价强度0.00%,非A档观察,成交额偏低0.9万,211.24,207.855,-1.6024
2026-01-19,2026-01,观察,32,"锋龙股份(002931,封单12.93亿)",股权转让(并购重组)(0.0051)、机器人概念(0.0028),113674.SH,华设转债,603018,华设集团,机器人概念,B,概念竞价强度0.00%,非A档观察,成交额偏低0.1万,133.531,134.218,0.5145
2026-01-19,2026-01,观察,33,"锋龙股份(002931,封单12.93亿)",股权转让(并购重组)(0.0051)、机器人概念(0.0028),113677.SH,华懋转债,603306,华懋科技,机器人概念,B,概念竞价强度0.00%,非A档观察,成交额偏低3.5万；剩余规模10.49亿,277.52,279.344,0.6572
2026-01-19,2026-01,观察,34,"锋龙股份(002931,封单12.93亿)",股权转让(并购重组)(0.0051)、机器人概念(0.0028),113681.SH,镇洋转债,603213,镇洋发展,股权转让(并购重组),B,概念竞价强度0.01%,非A档观察,成交额偏低0.7万,140.478,141.274,0.5666
2026-01-19,2026-01,观察,35,"锋龙股份(002931,封单12.93亿)",股权转让(并购重组)(0.0051)、机器人概念(0.0028),113692.SH,保隆转债,603197,保隆科技,机器人概念,B,概念竞价强度0.00%,非A档观察,成交额偏低1.0万；剩余规模13.90亿,139.662,138.898,-0.547
2026-01-19,2026-01,观察,36,"锋龙股份(002931,封单12.93亿)",股权转让(并购重组)(0.0051)、机器人概念(0.0028),113694.SH,清源转债,603628,清源股份,机器人概念,B,概念竞价强度0.00%,非A档观察,成交额偏低0.4万,145.447,146.357,0.6257
2026-01-19,2026-01,观察,37,"锋龙股份(002931,封单12.93亿)",股权转让(并购重组)(0.0051)、机器人概念(0.0028),113695.SH,华辰转债,603097,江苏华辰,机器人概念,B,概念竞价强度0.00%,非A档观察,成交额偏低16.0万,185.235,195.216,5.3883
2026-01-19,2026-01,观察,38,"锋龙股份(002931,封单12.93亿)",股权转让(并购重组)(0.0051)、机器人概念(0.0028),113696.SH,伯25转债,603596,伯特利,机器人概念,B,概念竞价强度0.00%,非A档观察,成交额偏低1.0万；剩余规模28.02亿,154.327,153.373,-0.6182
2026-01-19,2026-01,观察,39,"锋龙股份(002931,封单12.93亿)",股权转让(并购重组)(0.0051)、机器人概念(0.0028),113700.SH,海天转债,603759,海天股份,股权转让(并购重组),B,概念竞价强度0.01%,非A档观察,,,,
2026-01-19,2026-01,观察,40,"锋龙股份(002931,封单12.93亿)",股权转让(并购重组)(0.0051)、机器人概念(0.0028),113703.SH,翔26转债,603112,华翔股份,机器人概念,B,概念竞价强度0.00%,非A档观察,剩余规模13.01亿,,,
2026-01-19,2026-01,观察,41,"锋龙股份(002931,封单12.93亿)",股权转让(并购重组)(0.0051)、机器人概念(0.0028),113705.SH,豪26转债,603809,豪能股份,机器人概念,B,概念竞价强度0.00%,非A档观察,剩余规模18.00亿,,,
2026-01-19,2026-01,观察,42,"锋龙股份(002931,封单12.93亿)",股权转让(并购重组)(0.0051)、机器人概念(0.0028),113706.SH,金帝转债,603270,金帝股份,机器人概念,B,概念竞价强度0.00%,非A档观察,,,,
2026-01-19,2026-01,观察,43,"锋龙股份(002931,封单12.93亿)",股权转让(并购重组)(0.0051)、机器人概念(0.0028),118005.SH,天奈转债,688116,天奈科技,机器人概念,B,概念竞价强度0.00%,非A档观察,成交额偏低0.2万,127.875,128.041,0.1298
2026-01-19,2026-01,观察,44,"锋龙股份(002931,封单12.93亿)",股权转让(并购重组)(0.0051)、机器人概念(0.0028),118009.SH,华锐转债,688059,华锐精密,机器人概念,B,概念竞价强度0.00%,非A档观察,强赎中；成交额偏低5.9万；退市日期2026-02-03,145.0,153.404,5.7959
2026-01-19,2026-01,观察,45,"锋龙股份(002931,封单12.93亿)",股权转让(并购重组)(0.0051)、机器人概念(0.0028),118013.SH,道通转债,688208,道通科技,机器人概念,B,概念竞价强度0.00%,非A档观察,成交额偏低2.4万；剩余规模12.80亿,241.099,240.792,-0.1273
2026-01-19,2026-01,观察,46,"锋龙股份(002931,封单12.93亿)",股权转让(并购重组)(0.0051)、机器人概念(0.0028),118015.SH,芯海转债,688595,芯海科技,机器人概念,B,概念竞价强度0.00%,非A档观察,成交额偏低0.2万,127.44,127.48,0.0314
2026-01-19,2026-01,观察,47,"锋龙股份(002931,封单12.93亿)",股权转让(并购重组)(0.0051)、机器人概念(0.0028),118020.SH,芳源转债,688148,芳源股份,机器人概念,B,概念竞价强度0.00%,非A档观察,成交额偏低0.3万,127.877,127.458,-0.3277
2026-01-19,2026-01,观察,48,"锋龙股份(002931,封单12.93亿)",股权转让(并购重组)(0.0051)、机器人概念(0.0028),118024.SH,冠宇转债,688772,珠海冠宇,机器人概念,B,概念竞价强度0.00%,非A档观察,成交额偏低1.5万；剩余规模30.89亿,133.981,136.605,1.9585
2026-01-19,2026-01,观察,49,"锋龙股份(002931,封单12.93亿)",股权转让(并购重组)(0.0051)、机器人概念(0.0028),118030.SH,睿创转债,688002,睿创微纳,机器人概念,B,概念竞价强度0.00%,非A档观察,成交额偏低2.4万；剩余规模12.62亿,336.0,341.901,1.7562
2026-01-19,2026-01,观察,50,"锋龙股份(002931,封单12.93亿)",股权转让(并购重组)(0.0051)、机器人概念(0.0028),118031.SH,天23转债,688599,天合光能,机器人概念,B,概念竞价强度0.00%,非A档观察,成交额偏低2.3万；剩余规模58.51亿,134.317,134.591,0.204
2026-01-20,2026-01,观察,1,"盈方微(000670,封单7.28亿)、江化微(603078,封单7.18亿)",其他电子(0.062)、其他电子Ⅲ(0.062),118035.SH,国力转债,688103,国力电子,其他电子、其他电子Ⅲ,B,概念竞价强度0.06%,非A档观察,成交额偏低0.3万,152.66,152.006,-0.4284
2026-01-20,2026-01,观察,2,"盈方微(000670,封单7.28亿)、江化微(603078,封单7.18亿)",其他电子(0.062)、其他电子Ⅲ(0.062),118060.SH,瑞可转债,688800,瑞可达,其他电子、其他电子Ⅲ,B,概念竞价强度0.06%,非A档观察,成交额偏低1.0万,194.33,191.458,-1.4779
2026-01-20,2026-01,观察,3,"盈方微(000670,封单7.28亿)、江化微(603078,封单7.18亿)",其他电子(0.062)、其他电子Ⅲ(0.062),128137.SZ,洁美转债,002859,洁美科技,其他电子、其他电子Ⅲ,B,概念竞价强度0.06%,非A档观察,强赎中；成交额偏低1.8万,150.351,148.0,-1.5637
2026-01-23,2026-01,观察,1,"明阳智能(601615,封单13.95亿)",行业龙头(0.0016)、2025年报预增(-0.025),124016.SZ,TCL定转1,000100,TCL科技,2025年报预增、行业龙头,B,概念竞价强度0.00%,非A档观察,,,,
2026-01-23,2026-01,观察,2,"明阳智能(601615,封单13.95亿)",行业龙头(0.0016)、2025年报预增(-0.025),110073.SH,国投转债,600061,国投资本,行业龙头,B,概念竞价强度0.00%,非A档观察,公告到期赎回；成交额偏低2.0万；剩余规模79.99亿；退市日期2026-07-24,112.699,112.829,0.1154
2026-01-23,2026-01,观察,3,"明阳智能(601615,封单13.95亿)",行业龙头(0.0016)、2025年报预增(-0.025),110084.SH,贵燃转债,600903,贵州燃气,行业龙头,B,概念竞价强度0.00%,非A档观察,成交额偏低0.8万,130.438,130.444,0.0046
2026-01-23,2026-01,观察,4,"明阳智能(601615,封单13.95亿)",行业龙头(0.0016)、2025年报预增(-0.025),110085.SH,通22转债,600438,通威股份,行业龙头,B,概念竞价强度0.00%,非A档观察,成交额偏低2.3万；剩余规模119.83亿,123.84,124.373,0.4304
2026-01-23,2026-01,观察,5,"明阳智能(601615,封单13.95亿)",行业龙头(0.0016)、2025年报预增(-0.025),110817.SH,保利定转,600048,保利发展,行业龙头,B,概念竞价强度0.00%,非A档观察,剩余规模85.00亿,,,
2026-01-23,2026-01,观察,6,"明阳智能(601615,封单13.95亿)",行业龙头(0.0016)、2025年报预增(-0.025),113046.SH,金田转债,601609,金田股份,2025年报预增,C,概念竞价强度-0.03%,非A档观察,成交额偏低1.1万；剩余规模14.99亿,155.196,150.918,-2.7565
2026-01-23,2026-01,观察,7,"明阳智能(601615,封单13.95亿)",行业龙头(0.0016)、2025年报预增(-0.025),113053.SH,隆22转债,601012,隆基绿能,行业龙头,B,概念竞价强度0.00%,非A档观察,成交额偏低7.5万；剩余规模69.95亿,133.97,138.065,3.0567
2026-01-23,2026-01,观察,8,"明阳智能(601615,封单13.95亿)",行业龙头(0.0016)、2025年报预增(-0.025),113058.SH,友发转债,601686,友发集团,2025年报预增,C,概念竞价强度-0.03%,非A档观察,成交额偏低1.6万；剩余规模18.64亿,160.79,163.462,1.6618
2026-01-23,2026-01,观察,9,"明阳智能(601615,封单13.95亿)",行业龙头(0.0016)、2025年报预增(-0.025),113067.SH,燃23转债,601139,深圳燃气,行业龙头,B,概念竞价强度0.00%,非A档观察,成交额偏低0.7万；剩余规模30.00亿,131.477,131.854,0.2867
2026-01-23,2026-01,观察,10,"明阳智能(601615,封单13.95亿)",行业龙头(0.0016)、2025年报预增(-0.025),113584.SH,家悦转债,603708,家家悦,2025年报预增,C,概念竞价强度-0.03%,非A档观察,公告到期赎回；成交额偏低0.5万；退市日期2026-06-05,126.8,127.551,0.5923
2026-01-23,2026-01,观察,11,"明阳智能(601615,封单13.95亿)",行业龙头(0.0016)、2025年报预增(-0.025),113632.SH,鹤21转债,603733,仙鹤股份,行业龙头,B,概念竞价强度0.00%,非A档观察,公告提示强赎；成交额偏低0.6万；剩余规模16.98亿,149.456,149.847,0.2616
