trade_date,month,list_type,rank,trigger_stocks,selected_concepts,cb_code,cb_name,stk_code,stk_name,matched_concepts,quality_tier,quality_tier_reason,observation_reason,risk_notes,open,close,return_pct
2026-04-08,2026-04,观察,9,"东山精密(002384,封单11.51亿)",2026一季报预增(-0.0373)、行业龙头(-0.0457),113632.SH,鹤21转债,603733,仙鹤股份,行业龙头,C,概念竞价强度-0.05%,非A档观察,公告提示强赎；成交额偏低1.0万；剩余规模16.98亿,137.0,140.04,2.219
2026-04-08,2026-04,观察,10,"东山精密(002384,封单11.51亿)",2026一季报预增(-0.0373)、行业龙头(-0.0457),113634.SH,珀莱转债,603605,珀莱雅,行业龙头,C,概念竞价强度-0.05%,非A档观察,成交额偏低0.3万,128.359,129.717,1.058
2026-04-08,2026-04,观察,11,"东山精密(002384,封单11.51亿)",2026一季报预增(-0.0373)、行业龙头(-0.0457),113652.SH,伟22转债,603568,伟明环保,行业龙头,C,概念竞价强度-0.05%,非A档观察,成交额偏低1.6万；剩余规模14.77亿,134.0,139.052,3.7701
2026-04-08,2026-04,观察,12,"东山精密(002384,封单11.51亿)",2026一季报预增(-0.0373)、行业龙头(-0.0457),113655.SH,欧22转债,603833,欧派家居,行业龙头,C,概念竞价强度-0.05%,非A档观察,成交额偏低1.0万；剩余规模20.00亿,135.71,138.534,2.0809
2026-04-08,2026-04,观察,13,"东山精密(002384,封单11.51亿)",2026一季报预增(-0.0373)、行业龙头(-0.0457),113666.SH,爱玛转债,603529,爱玛科技,行业龙头,C,概念竞价强度-0.05%,非A档观察,成交额偏低0.9万；剩余规模19.99亿,128.6,130.949,1.8266
2026-04-08,2026-04,观察,14,"东山精密(002384,封单11.51亿)",2026一季报预增(-0.0373)、行业龙头(-0.0457),113682.SH,益丰转债,603939,益丰药房,行业龙头,C,概念竞价强度-0.05%,非A档观察,成交额偏低0.4万；剩余规模17.97亿,130.047,132.45,1.8478
2026-04-08,2026-04,观察,15,"东山精密(002384,封单11.51亿)",2026一季报预增(-0.0373)、行业龙头(-0.0457),113704.SH,春风转债,603129,春风动力,行业龙头,C,概念竞价强度-0.05%,非A档观察,剩余规模21.79亿,,,
2026-04-08,2026-04,观察,16,"东山精密(002384,封单11.51亿)",2026一季报预增(-0.0373)、行业龙头(-0.0457),118064.SH,联瑞转债,688300,联瑞新材,行业龙头,C,概念竞价强度-0.05%,非A档观察,成交额偏低4.2万,232.0,243.14,4.8017
2026-04-08,2026-04,观察,17,"东山精密(002384,封单11.51亿)",2026一季报预增(-0.0373)、行业龙头(-0.0457),123158.SZ,宙邦转债,300037,新宙邦,2026一季报预增,C,概念竞价强度-0.04%,非A档观察,成交额偏低2.2万；剩余规模18.05亿,175.51,185.997,5.9752
2026-04-08,2026-04,观察,18,"东山精密(002384,封单11.51亿)",2026一季报预增(-0.0373)、行业龙头(-0.0457),123195.SZ,蓝晓转02,300487,蓝晓科技,行业龙头,C,概念竞价强度-0.05%,非A档观察,成交额偏低2.1万,161.693,168.135,3.9841
2026-04-08,2026-04,观察,19,"东山精密(002384,封单11.51亿)",2026一季报预增(-0.0373)、行业龙头(-0.0457),123211.SZ,阳谷转债,300121,阳谷华泰,行业龙头,C,概念竞价强度-0.05%,非A档观察,成交额偏低1.1万,166.07,175.0,5.3773
2026-04-08,2026-04,观察,20,"东山精密(002384,封单11.51亿)",2026一季报预增(-0.0373)、行业龙头(-0.0457),123270.SZ,盛德转债,300881,盛德鑫泰,行业龙头,C,概念竞价强度-0.05%,非A档观察,,,,
2026-04-08,2026-04,观察,21,"东山精密(002384,封单11.51亿)",2026一季报预增(-0.0373)、行业龙头(-0.0457),124008.SZ,辉隆定转,002556,辉隆股份,行业龙头,C,概念竞价强度-0.05%,非A档观察,,,,
2026-04-08,2026-04,观察,22,"东山精密(002384,封单11.51亿)",2026一季报预增(-0.0373)、行业龙头(-0.0457),124009.SZ,辉隆定02,002556,辉隆股份,行业龙头,C,概念竞价强度-0.05%,非A档观察,,,,
2026-04-08,2026-04,观察,23,"东山精密(002384,封单11.51亿)",2026一季报预增(-0.0373)、行业龙头(-0.0457),124016.SZ,TCL定转1,000100,TCL科技,行业龙头,C,概念竞价强度-0.05%,非A档观察,,,,
2026-04-08,2026-04,观察,24,"东山精密(002384,封单11.51亿)",2026一季报预增(-0.0373)、行业龙头(-0.0457),127024.SZ,盈峰转债,000967,盈峰环境,行业龙头,C,概念竞价强度-0.05%,非A档观察,强赎中；成交额偏低1.6万；退市日期2026-06-09,132.872,133.778,0.6819
2026-04-08,2026-04,观察,25,"东山精密(002384,封单11.51亿)",2026一季报预增(-0.0373)、行业龙头(-0.0457),127027.SZ,能化转债,000552,甘肃能化,行业龙头,C,概念竞价强度-0.05%,非A档观察,成交额偏低0.0万；剩余规模19.46亿,,,
2026-04-08,2026-04,观察,26,"东山精密(002384,封单11.51亿)",2026一季报预增(-0.0373)、行业龙头(-0.0457),127030.SZ,盛虹转债,000301,东方盛虹,行业龙头,C,概念竞价强度-0.05%,非A档观察,成交额偏低1.6万；剩余规模49.97亿,124.3,126.118,1.4626
2026-04-08,2026-04,观察,27,"东山精密(002384,封单11.51亿)",2026一季报预增(-0.0373)、行业龙头(-0.0457),127040.SZ,国泰转债,002091,江苏国泰,行业龙头,C,概念竞价强度-0.05%,非A档观察,成交额偏低1.5万；剩余规模39.86亿,136.18,139.099,2.1435
2026-04-08,2026-04,观察,28,"东山精密(002384,封单11.51亿)",2026一季报预增(-0.0373)、行业龙头(-0.0457),127045.SZ,牧原转债,002714,牧原股份,行业龙头,C,概念竞价强度-0.05%,非A档观察,成交额偏低2.4万；剩余规模95.43亿,130.899,133.75,2.178
2026-04-08,2026-04,观察,29,"东山精密(002384,封单11.51亿)",2026一季报预增(-0.0373)、行业龙头(-0.0457),127056.SZ,中特转债,000708,中信特钢,行业龙头,C,概念竞价强度-0.05%,非A档观察,成交额偏低0.8万；剩余规模50.00亿,127.99,129.817,1.4275
2026-04-08,2026-04,观察,30,"东山精密(002384,封单11.51亿)",2026一季报预增(-0.0373)、行业龙头(-0.0457),127088.SZ,赫达转债,002810,山东赫达,2026一季报预增,C,概念竞价强度-0.04%,非A档观察,成交额偏低2.3万,147.71,155.8,5.4769
2026-04-08,2026-04,观察,31,"东山精密(002384,封单11.51亿)",2026一季报预增(-0.0373)、行业龙头(-0.0457),127110.SZ,广核转债,003816,中国广核,行业龙头,C,概念竞价强度-0.05%,非A档观察,成交额偏低1.4万；剩余规模48.99亿,148.6,151.2,1.7497
2026-04-08,2026-04,观察,32,"东山精密(002384,封单11.51亿)",2026一季报预增(-0.0373)、行业龙头(-0.0457),128136.SZ,立讯转债,002475,立讯精密,行业龙头,C,概念竞价强度-0.05%,非A档观察,成交额偏低2.5万；剩余规模29.85亿,125.35,128.279,2.3367
2026-04-09,2026-04,主买,1,"中恒电气(002364,封单10.42亿)",其他电源设备(0.1296)、其他电源设备Ⅲ(0.1296),123241.SZ,欧通转债,300870,欧陆通,其他电源设备、其他电源设备Ⅲ,A,概念竞价强度0.13%,,成交额偏低17.0万,731.455,750.0,2.5354
2026-04-09,2026-04,主买,2,"中恒电气(002364,封单10.42亿)",其他电源设备(0.1296)、其他电源设备Ⅲ(0.1296),123271.SZ,通合转债,300491,通合科技,其他电源设备、其他电源设备Ⅲ,A,概念竞价强度0.13%,,,,,
2026-05-06,2026-05,观察,1,"东阳光(600673,封单12.61亿)、通富微电(002156,封单11.04亿)",消毒剂(0.0511)、国家大基金持股(-0.0123),113681.SH,镇洋转债,603213,镇洋发展,消毒剂,B,概念竞价强度0.05%,非A档观察,成交额偏低0.5万,142.743,142.956,0.1492
2026-05-06,2026-05,观察,2,"东阳光(600673,封单12.61亿)、通富微电(002156,封单11.04亿)",消毒剂(0.0511)、国家大基金持股(-0.0123),123124.SZ,晶瑞转2,300655,晶瑞电材,国家大基金持股,C,概念竞价强度-0.01%,非A档观察,成交额偏低1.1万,141.2,145.101,2.7627
2026-05-06,2026-05,观察,3,"东阳光(600673,封单12.61亿)、通富微电(002156,封单11.04亿)",消毒剂(0.0511)、国家大基金持股(-0.0123),123176.SZ,精测转2,300567,精测电子,国家大基金持股,C,概念竞价强度-0.01%,非A档观察,成交额偏低6.6万；剩余规模12.75亿,332.0,321.0,-3.3133
2026-05-18,2026-05,观察,1,"合肥城建(002208,封单8.83亿)",租售同权(0.0636)、物业管理(0.0236),110817.SH,保利定转,600048,保利发展,物业管理、租售同权,B,概念竞价强度0.06%,非A档观察,剩余规模85.00亿,,,
2026-05-18,2026-05,观察,2,"合肥城建(002208,封单8.83亿)",租售同权(0.0636)、物业管理(0.0236),110818.SH,华发定转,600325,华发股份,物业管理、租售同权,B,概念竞价强度0.06%,非A档观察,剩余规模48.00亿,,,
2026-05-21,2026-05,观察,1,"京东方Ａ(000725,封单22.2亿)",民营医院(-0.0157)、光纤概念(-0.0279),113610.SH,灵康转债,603669,灵康药业,民营医院,C,概念竞价强度-0.02%,非A档观察,成交额偏低0.2万,122.902,121.73,-0.9536
2026-05-21,2026-05,观察,2,"京东方Ａ(000725,封单22.2亿)",民营医院(-0.0157)、光纤概念(-0.0279),113678.SH,中贝转债,603220,中贝通信,光纤概念,C,概念竞价强度-0.03%,非A档观察,成交额偏低3.1万,196.7,187.055,-4.9034
2026-05-21,2026-05,观察,3,"京东方Ａ(000725,封单22.2亿)",民营医院(-0.0157)、光纤概念(-0.0279),118053.SH,正帆转债,688596,正帆科技,光纤概念,C,概念竞价强度-0.03%,非A档观察,成交额偏低3.2万；剩余规模10.41亿,163.7,155.391,-5.0757
2026-05-21,2026-05,观察,4,"京东方Ａ(000725,封单22.2亿)",民营医院(-0.0157)、光纤概念(-0.0279),118072.SH,鼎通转债,688668,鼎通科技,光纤概念,C,概念竞价强度-0.03%,非A档观察,,,,
2026-05-21,2026-05,观察,5,"京东方Ａ(000725,封单22.2亿)",民营医院(-0.0157)、光纤概念(-0.0279),123065.SZ,宝莱转债,300246,宝莱特,民营医院,C,概念竞价强度-0.02%,非A档观察,成交额偏低0.4万,128.463,126.6,-1.4502
2026-05-21,2026-05,观察,6,"京东方Ａ(000725,封单22.2亿)",民营医院(-0.0157)、光纤概念(-0.0279),123090.SZ,三诺转债,300298,三诺生物,民营医院,C,概念竞价强度-0.02%,非A档观察,成交额偏低0.1万,114.47,113.971,-0.4359
2026-05-21,2026-05,观察,7,"京东方Ａ(000725,封单22.2亿)",民营医院(-0.0157)、光纤概念(-0.0279),123253.SZ,永贵转债,300351,永贵电器,光纤概念,C,概念竞价强度-0.03%,非A档观察,成交额偏低2.9万,150.6,141.6,-5.9761
2026-05-21,2026-05,观察,8,"京东方Ａ(000725,封单22.2亿)",民营医院(-0.0157)、光纤概念(-0.0279),124003.SZ,必创定转,300667,必创科技,光纤概念,C,概念竞价强度-0.03%,非A档观察,,,,
2026-05-21,2026-05,观察,9,"京东方Ａ(000725,封单22.2亿)",民营医院(-0.0157)、光纤概念(-0.0279),124011.SZ,必创定02,300667,必创科技,光纤概念,C,概念竞价强度-0.03%,非A档观察,,,,
2026-06-09,2026-06,观察,1,"圣泉集团(605589,封单7.19亿)",先进封装(-0.0465)、存储芯片(-0.0497),111025.SH,圣泉转债,605589,圣泉集团,先进封装、存储芯片,C,概念竞价强度-0.05%,非A档观察,剩余规模25.00亿,,,
2026-06-09,2026-06,观察,2,"圣泉集团(605589,封单7.19亿)",先进封装(-0.0465)、存储芯片(-0.0497),118058.SH,微导转债,688147,微导纳米,先进封装、存储芯片,C,概念竞价强度-0.05%,非A档观察,成交额偏低14.3万；剩余规模11.70亿,333.0,354.227,6.3745
2026-06-09,2026-06,观察,3,"圣泉集团(605589,封单7.19亿)",先进封装(-0.0465)、存储芯片(-0.0497),118064.SH,联瑞转债,688300,联瑞新材,先进封装、存储芯片,C,概念竞价强度-0.05%,非A档观察,成交额偏低10.8万,434.95,445.808,2.4964
2026-06-09,2026-06,观察,4,"圣泉集团(605589,封单7.19亿)",先进封装(-0.0465)、存储芯片(-0.0497),118501.SH,华海定转,688535,华海诚科,先进封装、存储芯片,C,概念竞价强度-0.05%,非A档观察,,,,
2026-06-09,2026-06,观察,5,"圣泉集团(605589,封单7.19亿)",先进封装(-0.0465)、存储芯片(-0.0497),123176.SZ,精测转2,300567,精测电子,先进封装、存储芯片,C,概念竞价强度-0.05%,非A档观察,成交额偏低7.9万；剩余规模12.75亿,367.23,389.747,6.1316
2026-06-09,2026-06,观察,6,"圣泉集团(605589,封单7.19亿)",先进封装(-0.0465)、存储芯片(-0.0497),123255.SZ,鼎龙转债,300054,鼎龙股份,先进封装、存储芯片,C,概念竞价强度-0.05%,非A档观察,成交额偏低7.3万,349.0,352.948,1.1312
2026-06-09,2026-06,观察,7,"圣泉集团(605589,封单7.19亿)",先进封装(-0.0465)、存储芯片(-0.0497),111010.SH,立昂转债,605358,立昂微,存储芯片,C,概念竞价强度-0.05%,非A档观察,强赎中；成交额偏低51.2万；退市日期2026-06-18,199.997,218.981,9.4921
2026-06-09,2026-06,观察,8,"圣泉集团(605589,封单7.19亿)",先进封装(-0.0465)、存储芯片(-0.0497),118011.SH,银微转债,688689,银河微电,先进封装,C,概念竞价强度-0.05%,非A档观察,成交额偏低1.7万,138.999,140.127,0.8115
2026-06-09,2026-06,观察,9,"圣泉集团(605589,封单7.19亿)",先进封装(-0.0465)、存储芯片(-0.0497),118018.SH,瑞科转债,688323,瑞华泰,先进封装,C,概念竞价强度-0.05%,非A档观察,强赎中；成交额偏低37.7万；退市日期2026-07-06,165.0,172.296,4.4218
2026-06-09,2026-06,观察,10,"圣泉集团(605589,封单7.19亿)",先进封装(-0.0465)、存储芯片(-0.0497),118025.SH,奕瑞转债,688301,奕瑞科技,先进封装,C,概念竞价强度-0.05%,非A档观察,强赎中；成交额偏低6.3万；退市日期2026-07-06,149.0,150.463,0.9819
2026-06-09,2026-06,观察,11,"圣泉集团(605589,封单7.19亿)",先进封装(-0.0465)、存储芯片(-0.0497),118033.SH,华特转债,688268,华特气体,存储芯片,C,概念竞价强度-0.05%,非A档观察,强赎中；成交额偏低0.0万；退市日期2026-06-10,,,
2026-06-09,2026-06,观察,12,"圣泉集团(605589,封单7.19亿)",先进封装(-0.0465)、存储芯片(-0.0497),118053.SH,正帆转债,688596,正帆科技,存储芯片,C,概念竞价强度-0.05%,非A档观察,成交额偏低10.0万；剩余规模10.41亿,149.813,160.642,7.2283
2026-06-09,2026-06,观察,13,"圣泉集团(605589,封单7.19亿)",先进封装(-0.0465)、存储芯片(-0.0497),118056.SH,路维转债,688401,路维光电,先进封装,C,概念竞价强度-0.05%,非A档观察,成交额偏低6.0万,280.0,291.543,4.1225
2026-06-09,2026-06,观察,14,"圣泉集团(605589,封单7.19亿)",先进封装(-0.0465)、存储芯片(-0.0497),118057.SH,甬矽转债,688362,甬矽电子,先进封装,C,概念竞价强度-0.05%,非A档观察,强赎中；成交额偏低21.1万；退市日期2026-06-16,190.0,200.387,5.4668
2026-06-09,2026-06,观察,15,"圣泉集团(605589,封单7.19亿)",先进封装(-0.0465)、存储芯片(-0.0497),118059.SH,颀中转债,688352,颀中科技,先进封装,C,概念竞价强度-0.05%,非A档观察,成交额偏低7.0万,198.197,202.504,2.1731
2026-06-09,2026-06,观察,16,"圣泉集团(605589,封单7.19亿)",先进封装(-0.0465)、存储芯片(-0.0497),118062.SH,天准转债,688003,天准科技,先进封装,C,概念竞价强度-0.05%,非A档观察,成交额偏低8.5万,275.555,264.263,-4.0979
2026-06-09,2026-06,观察,17,"圣泉集团(605589,封单7.19亿)",先进封装(-0.0465)、存储芯片(-0.0497),123076.SZ,强力转债,300429,强力新材,先进封装,C,概念竞价强度-0.05%,非A档观察,成交额偏低1.2万,130.761,133.99,2.4694
2026-06-09,2026-06,观察,18,"圣泉集团(605589,封单7.19亿)",先进封装(-0.0465)、存储芯片(-0.0497),123121.SZ,帝尔转债,300776,帝尔激光,先进封装,C,概念竞价强度-0.05%,非A档观察,强赎中；退市日期2026-06-11,,,
2026-06-09,2026-06,观察,19,"圣泉集团(605589,封单7.19亿)",先进封装(-0.0465)、存储芯片(-0.0497),123124.SZ,晶瑞转2,300655,晶瑞电材,存储芯片,C,概念竞价强度-0.05%,非A档观察,成交额偏低0.9万,137.949,142.699,3.4433
2026-06-09,2026-06,观察,20,"圣泉集团(605589,封单7.19亿)",先进封装(-0.0465)、存储芯片(-0.0497),123158.SZ,宙邦转债,300037,新宙邦,先进封装,C,概念竞价强度-0.05%,非A档观察,成交额偏低7.9万；剩余规模18.05亿,236.175,247.66,4.8629
2026-06-09,2026-06,观察,21,"圣泉集团(605589,封单7.19亿)",先进封装(-0.0465)、存储芯片(-0.0497),123165.SZ,回天转债,300041,回天新材,先进封装,C,概念竞价强度-0.05%,非A档观察,成交额偏低1.0万,137.692,142.278,3.3306
2026-06-09,2026-06,观察,22,"圣泉集团(605589,封单7.19亿)",先进封装(-0.0465)、存储芯片(-0.0497),123195.SZ,蓝晓转02,300487,蓝晓科技,存储芯片,C,概念竞价强度-0.05%,非A档观察,成交额偏低0.9万,141.8,142.52,0.5078
2026-06-09,2026-06,观察,23,"圣泉集团(605589,封单7.19亿)",先进封装(-0.0465)、存储芯片(-0.0497),123267.SZ,珂玛转债,301611,珂玛科技,存储芯片,C,概念竞价强度-0.05%,非A档观察,成交额偏低21.8万,260.999,271.48,4.0157
2026-06-09,2026-06,观察,24,"圣泉集团(605589,封单7.19亿)",先进封装(-0.0465)、存储芯片(-0.0497),124007.SZ,雷科定转,002413,雷科防务,存储芯片,C,概念竞价强度-0.05%,非A档观察,,,,
2026-06-09,2026-06,观察,25,"圣泉集团(605589,封单7.19亿)",先进封装(-0.0465)、存储芯片(-0.0497),124012.SZ,雷科定02,002413,雷科防务,存储芯片,C,概念竞价强度-0.05%,非A档观察,,,,
2026-06-09,2026-06,观察,26,"圣泉集团(605589,封单7.19亿)",先进封装(-0.0465)、存储芯片(-0.0497),124019.SZ,容大定转,300576,容大感光,先进封装,C,概念竞价强度-0.05%,非A档观察,,,,
2026-06-09,2026-06,观察,27,"圣泉集团(605589,封单7.19亿)",先进封装(-0.0465)、存储芯片(-0.0497),127038.SZ,国微转债,002049,紫光国微,存储芯片,C,概念竞价强度-0.05%,非A档观察,成交额偏低1.0万；剩余规模14.92亿,130.046,133.933,2.9889
2026-06-09,2026-06,观察,28,"圣泉集团(605589,封单7.19亿)",先进封装(-0.0465)、存储芯片(-0.0497),127064.SZ,杭氧转债,002430,杭氧股份,存储芯片,C,概念竞价强度-0.05%,非A档观察,成交额偏低0.7万；剩余规模11.36亿,139.0,140.828,1.3151
2026-06-30,2026-06,主买,1,"水晶光电(002273,封单7.79亿)",光学元件(0.7389)、苹果概念(0.2104),110101.SH,宝钛转债,600456,宝钛股份,苹果概念,A,概念竞价强度0.21%,,剩余规模35.00亿,,,
2026-06-30,2026-06,主买,2,"水晶光电(002273,封单7.79亿)",光学元件(0.7389)、苹果概念(0.2104),111012.SH,福新转债,605488,福莱新材,苹果概念,A,概念竞价强度0.21%,,成交额偏低15.3万,269.0,293.944,9.2729
2026-06-30,2026-06,主买,3,"水晶光电(002273,封单7.79亿)",光学元件(0.7389)、苹果概念(0.2104),113046.SH,金田转债,601609,金田股份,苹果概念,A,概念竞价强度0.21%,,成交额偏低1.2万；剩余规模14.99亿,128.999,133.384,3.3993
2026-06-30,2026-06,主买,4,"水晶光电(002273,封单7.79亿)",光学元件(0.7389)、苹果概念(0.2104),118024.SH,冠宇转债,688772,珠海冠宇,苹果概念,A,概念竞价强度0.21%,,成交额偏低1.9万；剩余规模30.89亿,126.96,129.91,2.3236
2026-06-30,2026-06,主买,5,"水晶光电(002273,封单7.79亿)",光学元件(0.7389)、苹果概念(0.2104),118061.SH,茂莱转债,688502,茂莱光学,光学元件,A,概念竞价强度0.74%,,成交额偏低29.8万,221.0,263.852,19.39
2026-06-30,2026-06,主买,6,"水晶光电(002273,封单7.79亿)",光学元件(0.7389)、苹果概念(0.2104),118062.SH,天准转债,688003,天准科技,苹果概念,A,概念竞价强度0.21%,,成交额偏低13.2万,281.475,312.023,10.8528
2026-06-30,2026-06,主买,7,"水晶光电(002273,封单7.79亿)",光学元件(0.7389)、苹果概念(0.2104),118066.SH,统联转债,688210,统联精密,苹果概念,A,概念竞价强度0.21%,,成交额偏低0.4万,132.5,136.74,3.2
2026-06-30,2026-06,主买,8,"水晶光电(002273,封单7.79亿)",光学元件(0.7389)、苹果概念(0.2104),123138.SZ,丝路转债,300556,丝路视觉,苹果概念,A,概念竞价强度0.21%,,成交额偏低0.2万,123.648,124.118,0.3801
2026-06-30,2026-06,主买,9,"水晶光电(002273,封单7.79亿)",光学元件(0.7389)、苹果概念(0.2104),123176.SZ,精测转2,300567,精测电子,苹果概念,A,概念竞价强度0.21%,,成交额偏低19.8万；剩余规模12.75亿,508.0,537.278,5.7634
2026-06-30,2026-06,主买,10,"水晶光电(002273,封单7.79亿)",光学元件(0.7389)、苹果概念(0.2104),123193.SZ,海能转债,300787,海能实业,苹果概念,A,概念竞价强度0.21%,,成交额偏低0.3万,123.356,124.456,0.8917
2026-06-30,2026-06,主买,11,"水晶光电(002273,封单7.79亿)",光学元件(0.7389)、苹果概念(0.2104),123237.SZ,佳禾转债,300793,佳禾智能,苹果概念,A,概念竞价强度0.21%,,成交额偏低0.4万,128.688,130.79,1.6334
2026-06-30,2026-06,主买,12,"水晶光电(002273,封单7.79亿)",光学元件(0.7389)、苹果概念(0.2104),123262.SZ,神宇转债,300563,神宇股份,苹果概念,A,概念竞价强度0.21%,,成交额偏低3.1万,131.963,140.305,6.3215
2026-06-30,2026-06,主买,13,"水晶光电(002273,封单7.79亿)",光学元件(0.7389)、苹果概念(0.2104),128136.SZ,立讯转债,002475,立讯精密,苹果概念,A,概念竞价强度0.21%,,成交额偏低4.0万；剩余规模29.85亿,138.4,141.0,1.8786
