trade_date,month,rank,trigger_stocks,selected_concepts,cb_code,cb_name,stk_code,stk_name,matched_concepts,quality_tier,quality_tier_reason,risk_notes,open,close,return_pct
2026-03-04,2026-03,21,"佰维存储(688525,封单8.09亿)",近期并购重组(0.0109)、AI PC(0.0018),113048.SH,晶科转债,601778,晶科科技,近期并购重组,B,概念竞价强度0.01%,成交额偏低1.5万；剩余规模15.45亿,131.297,131.597,0.2285
2026-03-04,2026-03,22,"佰维存储(688525,封单8.09亿)",近期并购重组(0.0109)、AI PC(0.0018),113058.SH,友发转债,601686,友发集团,近期并购重组,B,概念竞价强度0.01%,成交额偏低1.6万；剩余规模18.64亿,162.84,161.897,-0.5791
2026-03-04,2026-03,32,"佰维存储(688525,封单8.09亿)",近期并购重组(0.0109)、AI PC(0.0018),113574.SH,华体转债,603679,华体科技,近期并购重组,B,概念竞价强度0.01%,公告到期赎回；成交额偏低0.4万；退市日期2026-03-31,116.0,116.566,0.4879
2026-03-04,2026-03,34,"佰维存储(688525,封单8.09亿)",近期并购重组(0.0109)、AI PC(0.0018),113589.SH,天创转债,603608,天创时尚,近期并购重组,B,概念竞价强度0.01%,成交额偏低18.4万；退市日期2026-06-24,265.5,279.829,5.397
2026-03-04,2026-03,36,"佰维存储(688525,封单8.09亿)",近期并购重组(0.0109)、AI PC(0.0018),113601.SH,塞力转债,603716,塞力医疗,近期并购重组,B,概念竞价强度0.01%,强赎中；成交额偏低1.2万；退市日期2026-04-10,211.75,211.096,-0.3089
2026-03-04,2026-03,40,"佰维存储(688525,封单8.09亿)",近期并购重组(0.0109)、AI PC(0.0018),113624.SH,正川转债,603976,正川股份,近期并购重组,B,概念竞价强度0.01%,成交额偏低0.3万,136.9,136.877,-0.0168
2026-03-04,2026-03,41,"佰维存储(688525,封单8.09亿)",近期并购重组(0.0109)、AI PC(0.0018),113634.SH,珀莱转债,603605,珀莱雅,近期并购重组,B,概念竞价强度0.01%,成交额偏低0.3万,128.244,128.887,0.5014
2026-03-04,2026-03,42,"佰维存储(688525,封单8.09亿)",近期并购重组(0.0109)、AI PC(0.0018),113652.SH,伟22转债,603568,伟明环保,近期并购重组,B,概念竞价强度0.01%,成交额偏低1.1万；剩余规模14.77亿,144.075,143.373,-0.4872
2026-03-04,2026-03,43,"佰维存储(688525,封单8.09亿)",近期并购重组(0.0109)、AI PC(0.0018),113661.SH,福22转债,603806,福斯特,近期并购重组,B,概念竞价强度0.01%,成交额偏低1.9万；剩余规模30.30亿,142.998,143.395,0.2776
2026-03-04,2026-03,45,"佰维存储(688525,封单8.09亿)",近期并购重组(0.0109)、AI PC(0.0018),113666.SH,爱玛转债,603529,爱玛科技,近期并购重组,B,概念竞价强度0.01%,成交额偏低0.6万；剩余规模19.99亿,128.44,128.659,0.1705
2026-03-04,2026-03,46,"佰维存储(688525,封单8.09亿)",近期并购重组(0.0109)、AI PC(0.0018),113667.SH,春23转债,603890,春秋电子,AI PC,B,概念竞价强度0.00%,成交额偏低0.9万,168.262,170.472,1.3134
2026-03-04,2026-03,49,"佰维存储(688525,封单8.09亿)",近期并购重组(0.0109)、AI PC(0.0018),113698.SH,凯众转债,603037,凯众股份,近期并购重组,B,概念竞价强度0.01%,成交额偏低0.9万,161.928,161.175,-0.465
2026-03-04,2026-03,50,"佰维存储(688525,封单8.09亿)",近期并购重组(0.0109)、AI PC(0.0018),118000.SH,嘉元转债,688388,嘉元科技,近期并购重组,B,概念竞价强度0.01%,强赎中；成交额偏低3.0万；退市日期2026-04-02,138.5,136.114,-1.7227
2026-04-08,2026-04,1,"东山精密(002384,封单11.51亿)",2026一季报预增(-0.0373)、行业龙头(-0.0457),123255.SZ,鼎龙转债,300054,鼎龙股份,2026一季报预增、行业龙头,C,概念竞价强度-0.04%,成交额偏低4.9万,240.8,245.635,2.0079
2026-04-08,2026-04,19,"东山精密(002384,封单11.51亿)",2026一季报预增(-0.0373)、行业龙头(-0.0457),110073.SH,国投转债,600061,国投资本,行业龙头,C,概念竞价强度-0.05%,公告到期赎回；成交额偏低3.5万；剩余规模79.99亿；退市日期2026-07-24,107.089,107.23,0.1317
2026-04-08,2026-04,20,"东山精密(002384,封单11.51亿)",2026一季报预增(-0.0373)、行业龙头(-0.0457),110081.SH,闻泰转债,600745,*ST闻泰,行业龙头,C,概念竞价强度-0.05%,成交额偏低3.6万；剩余规模80.63亿,112.5,115.203,2.4027
2026-04-08,2026-04,22,"东山精密(002384,封单11.51亿)",2026一季报预增(-0.0373)、行业龙头(-0.0457),110084.SH,贵燃转债,600903,贵州燃气,行业龙头,C,概念竞价强度-0.05%,成交额偏低0.6万,125.8,128.703,2.3076
2026-04-08,2026-04,23,"东山精密(002384,封单11.51亿)",2026一季报预增(-0.0373)、行业龙头(-0.0457),110085.SH,通22转债,600438,通威股份,行业龙头,C,概念竞价强度-0.05%,成交额偏低1.8万；剩余规模119.83亿,122.23,125.393,2.5877
2026-04-08,2026-04,26,"东山精密(002384,封单11.51亿)",2026一季报预增(-0.0373)、行业龙头(-0.0457),111005.SH,富春转债,605189,富春染织,2026一季报预增,C,概念竞价强度-0.04%,强赎中；成交额偏低1.3万；退市日期2026-05-29,150.727,152.174,0.96
2026-04-08,2026-04,39,"东山精密(002384,封单11.51亿)",2026一季报预增(-0.0373)、行业龙头(-0.0457),113053.SH,隆22转债,601012,隆基绿能,行业龙头,C,概念竞价强度-0.05%,成交额偏低1.8万；剩余规模69.95亿,130.8,133.991,2.4396
2026-04-08,2026-04,40,"东山精密(002384,封单11.51亿)",2026一季报预增(-0.0373)、行业龙头(-0.0457),113067.SH,燃23转债,601139,深圳燃气,行业龙头,C,概念竞价强度-0.05%,成交额偏低1.5万；剩余规模30.00亿,132.8,135.282,1.869
2026-04-09,2026-04,6,"中恒电气(002364,封单10.42亿)",其他电源设备(0.1296)、其他电源设备Ⅲ(0.1296),123241.SZ,欧通转债,300870,欧陆通,其他电源设备、其他电源设备Ⅲ,A,概念竞价强度0.13%,成交额偏低17.0万,731.455,750.0,2.5354
2026-05-06,2026-05,5,"东阳光(600673,封单12.61亿)、通富微电(002156,封单11.04亿)",消毒剂(0.0511)、国家大基金持股(-0.0123),113681.SH,镇洋转债,603213,镇洋发展,消毒剂,B,概念竞价强度0.05%,成交额偏低0.5万,142.743,142.956,0.1492
2026-05-06,2026-05,14,"东阳光(600673,封单12.61亿)、通富微电(002156,封单11.04亿)",消毒剂(0.0511)、国家大基金持股(-0.0123),123124.SZ,晶瑞转2,300655,晶瑞电材,国家大基金持股,C,概念竞价强度-0.01%,成交额偏低1.1万,141.2,145.101,2.7627
2026-05-06,2026-05,16,"东阳光(600673,封单12.61亿)、通富微电(002156,封单11.04亿)",消毒剂(0.0511)、国家大基金持股(-0.0123),123176.SZ,精测转2,300567,精测电子,国家大基金持股,C,概念竞价强度-0.01%,成交额偏低6.6万；剩余规模12.75亿,332.0,321.0,-3.3133
2026-05-21,2026-05,14,"京东方Ａ(000725,封单22.2亿)",民营医院(-0.0157)、光纤概念(-0.0279),113610.SH,灵康转债,603669,灵康药业,民营医院,C,概念竞价强度-0.02%,成交额偏低0.2万,122.902,121.73,-0.9536
2026-05-21,2026-05,15,"京东方Ａ(000725,封单22.2亿)",民营医院(-0.0157)、光纤概念(-0.0279),113678.SH,中贝转债,603220,中贝通信,光纤概念,C,概念竞价强度-0.03%,成交额偏低3.1万,196.7,187.055,-4.9034
2026-05-21,2026-05,16,"京东方Ａ(000725,封单22.2亿)",民营医院(-0.0157)、光纤概念(-0.0279),118053.SH,正帆转债,688596,正帆科技,光纤概念,C,概念竞价强度-0.03%,成交额偏低3.2万；剩余规模10.41亿,163.7,155.391,-5.0757
2026-05-21,2026-05,20,"京东方Ａ(000725,封单22.2亿)",民营医院(-0.0157)、光纤概念(-0.0279),123065.SZ,宝莱转债,300246,宝莱特,民营医院,C,概念竞价强度-0.02%,成交额偏低0.4万,128.463,126.6,-1.4502
2026-05-21,2026-05,22,"京东方Ａ(000725,封单22.2亿)",民营医院(-0.0157)、光纤概念(-0.0279),123090.SZ,三诺转债,300298,三诺生物,民营医院,C,概念竞价强度-0.02%,成交额偏低0.1万,114.47,113.971,-0.4359
2026-05-21,2026-05,24,"京东方Ａ(000725,封单22.2亿)",民营医院(-0.0157)、光纤概念(-0.0279),123253.SZ,永贵转债,300351,永贵电器,光纤概念,C,概念竞价强度-0.03%,成交额偏低2.9万,150.6,141.6,-5.9761
2026-06-09,2026-06,9,"圣泉集团(605589,封单7.19亿)",先进封装(-0.0465)、存储芯片(-0.0497),118058.SH,微导转债,688147,微导纳米,先进封装、存储芯片,C,概念竞价强度-0.05%,成交额偏低14.3万；剩余规模11.70亿,333.0,354.227,6.3745
2026-06-09,2026-06,10,"圣泉集团(605589,封单7.19亿)",先进封装(-0.0465)、存储芯片(-0.0497),118064.SH,联瑞转债,688300,联瑞新材,先进封装、存储芯片,C,概念竞价强度-0.05%,成交额偏低10.8万,434.95,445.808,2.4964
2026-06-09,2026-06,14,"圣泉集团(605589,封单7.19亿)",先进封装(-0.0465)、存储芯片(-0.0497),123176.SZ,精测转2,300567,精测电子,先进封装、存储芯片,C,概念竞价强度-0.05%,成交额偏低7.9万；剩余规模12.75亿,367.23,389.747,6.1316
2026-06-09,2026-06,16,"圣泉集团(605589,封单7.19亿)",先进封装(-0.0465)、存储芯片(-0.0497),123255.SZ,鼎龙转债,300054,鼎龙股份,先进封装、存储芯片,C,概念竞价强度-0.05%,成交额偏低7.3万,349.0,352.948,1.1312
2026-06-09,2026-06,24,"圣泉集团(605589,封单7.19亿)",先进封装(-0.0465)、存储芯片(-0.0497),110081.SH,闻泰转债,600745,*ST闻泰,先进封装,C,概念竞价强度-0.05%,成交额偏低1.6万；剩余规模80.63亿,90.43,89.953,-0.5275
2026-06-09,2026-06,26,"圣泉集团(605589,封单7.19亿)",先进封装(-0.0465)、存储芯片(-0.0497),111010.SH,立昂转债,605358,立昂微,存储芯片,C,概念竞价强度-0.05%,强赎中；成交额偏低51.2万；退市日期2026-06-18,199.997,218.981,9.4921
2026-06-09,2026-06,35,"圣泉集团(605589,封单7.19亿)",先进封装(-0.0465)、存储芯片(-0.0497),118011.SH,银微转债,688689,银河微电,先进封装,C,概念竞价强度-0.05%,成交额偏低1.7万,138.999,140.127,0.8115
2026-06-09,2026-06,36,"圣泉集团(605589,封单7.19亿)",先进封装(-0.0465)、存储芯片(-0.0497),118018.SH,瑞科转债,688323,瑞华泰,先进封装,C,概念竞价强度-0.05%,强赎中；成交额偏低37.7万；退市日期2026-07-06,165.0,172.296,4.4218
2026-06-09,2026-06,37,"圣泉集团(605589,封单7.19亿)",先进封装(-0.0465)、存储芯片(-0.0497),118025.SH,奕瑞转债,688301,奕瑞科技,先进封装,C,概念竞价强度-0.05%,强赎中；成交额偏低6.3万；退市日期2026-07-06,149.0,150.463,0.9819
2026-06-09,2026-06,40,"圣泉集团(605589,封单7.19亿)",先进封装(-0.0465)、存储芯片(-0.0497),118053.SH,正帆转债,688596,正帆科技,存储芯片,C,概念竞价强度-0.05%,成交额偏低10.0万；剩余规模10.41亿,149.813,160.642,7.2283
