ts_code,ann_date,end_date,eps,dt_eps,total_revenue_ps,revenue_ps,capital_rese_ps,surplus_rese_ps,undist_profit_ps,extra_item,profit_dedt,gross_margin,current_ratio,quick_ratio,cash_ratio,ar_turn,ca_turn,fa_turn,assets_turn,op_income,ebit,ebitda,fcff,fcfe,current_exint,noncurrent_exint,interestdebt,netdebt,tangible_asset,working_capital,networking_capital,invest_capital,retained_earnings,diluted2_eps,bps,ocfps,retainedps,cfps,ebit_ps,fcff_ps,fcfe_ps,netprofit_margin,grossprofit_margin,cogs_of_sales,expense_of_sales,profit_to_gr,saleexp_to_gr,adminexp_of_gr,finaexp_of_gr,impai_ttm,gc_of_gr,op_of_gr,ebit_of_gr,roe,roe_waa,roe_dt,roa,npta,roic,roe_yearly,roa2_yearly,debt_to_assets,assets_to_eqt,dp_assets_to_eqt,ca_to_assets,nca_to_assets,tbassets_to_totalassets,int_to_talcap,eqt_to_talcapital,currentdebt_to_debt,longdeb_to_debt,ocf_to_shortdebt,debt_to_eqt,eqt_to_debt,eqt_to_interestdebt,tangibleasset_to_debt,tangasset_to_intdebt,tangibleasset_to_netdebt,ocf_to_debt,turn_days,roa_yearly,roa_dp,fixed_assets,profit_to_op,q_saleexp_to_gr,q_gc_to_gr,q_roe,q_dt_roe,q_npta,q_ocf_to_sales,basic_eps_yoy,dt_eps_yoy,cfps_yoy,op_yoy,ebt_yoy,netprofit_yoy,dt_netprofit_yoy,ocf_yoy,roe_yoy,bps_yoy,assets_yoy,eqt_yoy,tr_yoy,or_yoy,q_sales_yoy,q_op_qoq,equity_yoy,code6
002472.SZ,20240829,20240630,0.55,0.55,5.1121,5.1121,5.2245,0.3285,3.5344,20046052.99,452957318.84,983103755.16,1.2613,0.8633,0.7709,2.0746,0.7809,0.7946,0.3169,529719649.21,589541741.82,951195243.2,140168100.5204,793677822.0704,2672621956.18,479796311.92,2337519338.0,990601813.61,7608637379.01,1190350568.28,1726204835.69,10956933553.86,3266079319.41,0.5594,9.7312,0.9589,3.8629,0.4433,0.6973,0.1658,0.9387,11.3499,22.7452,77.2548,9.595,11.3499,0.949,8.2589,0.3871,-0.2088,87.7444,13.2271,13.6397,5.8427,5.82,5.5951,4.3221,3.5965,4.7874,11.6854,8.6442,38.9099,1.6369,1.6849,40.723,59.277,53.9262,21.3337,75.0908,82.9771,17.0229,0.178,0.6369,1.4987,3.5198,1.3859,3.255,7.6808,0.1477,184.7976,7.193,3.4677,7577314376.39,13.2212,0.9608,87.4863,3.0863,2.9834,1.8424,28.4466,25.0,25.0,0.8625,33.9284,33.0295,28.3252,32.85,0.2818,15.0744,4.2766,7.123,3.3155,17.2568,17.2568,18.6413,11.088,11.515,002472
002472.SZ,20240829,20240630,0.55,0.55,5.1121,5.1121,5.2245,0.3285,3.5344,20046052.99,452957318.84,983103755.16,1.2613,0.8633,0.7709,2.0746,0.7809,0.7946,0.3169,529719649.21,589541741.82,951195243.2,,,2672621956.18,479796311.92,2337519338.0,990601813.61,7608637379.01,1190350568.28,1726204835.69,10956933553.86,3266079319.41,0.5594,9.7312,0.9589,3.8629,0.4433,0.6973,,,11.3499,22.7452,77.2548,9.595,11.3499,0.949,8.2589,0.3871,-0.2088,87.7444,13.2271,13.6397,5.8427,5.82,5.5951,4.3221,3.5965,4.7874,11.6854,8.6442,38.9099,1.6369,1.6849,40.723,59.277,53.9262,21.3337,75.0908,82.9771,17.0229,0.178,0.6369,1.4987,3.5198,1.3859,3.255,7.6808,0.1477,184.7976,7.193,3.4677,7577314376.39,13.2212,0.9608,87.4863,3.0863,2.9834,1.8424,28.4466,25.0,25.0,0.8625,33.9284,33.0295,28.3252,32.85,0.2818,15.0744,4.2766,7.123,3.3155,17.2568,17.2568,18.6413,11.088,11.515,002472
002472.SZ,20240430,20240331,0.26,0.26,2.4308,2.4308,5.3951,0.3254,3.3241,11659789.01,209669692.99,469919793.62,1.3566,0.9343,0.8167,1.009,0.3657,0.392,0.1519,248442400.26,279965719.73,,-343804567.4259,544190791.5041,2540981916.86,471251444.2,2661462778.01,1158482529.53,7502604257.4,1582784647.33,1977607582.34,11124585482.86,3114617772.18,0.2593,9.4695,0.2008,3.6495,0.6078,0.328,-0.4028,0.6376,11.1046,22.6521,77.3479,9.9029,11.1046,0.9363,8.4985,0.4681,0.015,88.024,13.0556,13.4955,2.7588,2.74,2.6135,2.0504,1.6872,2.2344,11.0352,8.2016,40.1342,1.6704,1.7019,42.5949,57.4051,53.0714,23.9242,72.6468,78.2345,21.7655,0.0386,0.6704,1.4244,3.0365,1.3223,2.819,6.4762,0.0302,192.9316,6.7488,1.621,7401089417.02,13.0577,0.9363,88.024,2.7588,2.6135,1.6872,8.2607,30.0,30.0,-49.7874,41.5312,40.1862,29.3737,34.89,-49.6095,10.9834,1.4723,7.3315,1.4822,15.7926,15.7926,15.7926,6.4569,16.5703,002472
002050.SZ,20260430,20260331,0.22,0.22,1.8473,1.8473,3.0,0.3092,3.5806,-58087707.02,985709560.79,2160790960.52,2.3061,1.905,1.8084,1.0811,0.2302,0.6734,0.1574,1097383311.23,1084421032.71,,-293612494.4934,-258476762.5134,11480167713.55,921123605.12,4026176059.68,-10310089921.0,31074069466.62,19146407538.32,6789234441.61,36963372919.01,16368409786.95,0.2204,7.7537,0.2628,3.8898,-0.2409,0.2577,-0.0698,-0.0614,12.2321,27.7967,72.2033,13.2132,12.2321,1.8064,9.8833,1.5235,-0.0787,85.8831,14.4697,13.9501,2.8819,2.88,3.0623,2.1958,1.9254,2.5223,11.5276,8.7832,33.2778,1.4988,1.5343,68.482,31.518,62.948,10.8923,88.2708,89.2378,10.7622,0.0754,0.4988,1.9862,8.1039,1.8916,7.718,,0.0673,175.6036,7.7016,1.8783,13352807081.43,14.3973,1.8064,85.8831,2.8819,3.0623,1.9254,14.225,-8.3333,-8.3333,109.7366,1.1597,1.004,2.6793,15.52,136.5032,-36.3289,2.7674,-0.0839,2.7685,1.3574,1.3574,1.3574,18.7294,61.2651,002050
002050.SZ,20260324,20251231,1.03,1.03,7.3697,7.3697,2.9949,0.3092,3.36,104574469.09,3958316943.01,8924247457.86,2.1947,1.8277,1.7346,4.3309,1.1071,2.8892,0.7232,4513589195.88,4726979717.1,5983644293.2,2027606656.85,1635867356.85,12381896286.16,932036595.31,4051968219.69,-10860016881.51,30148350896.96,18357274763.73,5901567449.05,36092197722.27,15440001297.18,0.9655,7.5449,1.2098,3.6692,2.1492,1.1233,0.4818,0.3888,13.2424,28.777,71.223,13.3373,13.2424,2.4234,10.5876,0.3264,-0.3957,85.4455,15.6692,15.2425,15.9183,15.8,15.5086,11.0236,9.5771,13.3501,15.9183,11.0236,35.1493,1.542,1.68,68.2557,31.7443,61.0215,11.2267,87.9662,88.4794,11.5206,0.3313,0.542,1.8282,7.8354,1.7361,7.4404,,0.2931,172.118,9.5771,9.4749,13422603157.04,15.6191,4.5388,86.8193,2.5891,2.7612,1.6699,29.1085,22.619,22.619,3.4105,30.9763,31.2072,31.0963,26.95,16.5833,-20.3165,45.9249,35.9001,64.5212,10.9656,10.9656,-5.4418,-30.8144,64.5212,002050
002050.SZ,20251031,20250930,0.84,0.84,5.7091,5.7091,2.98,0.2765,3.3168,159105156.2,3083251395.59,6748331716.86,2.3092,1.9658,1.8864,3.1933,0.8648,2.3242,0.5663,3593258749.58,3843911179.22,,463470643.9861,283811243.9861,11386557769.69,938873853.7,4290008724.26,-11166027257.93,29959254472.98,18864025704.43,6327158843.65,36188575348.3,15124212622.55,0.7704,7.5162,0.7266,3.5934,2.3179,0.9133,0.1101,0.0674,13.6878,28.0837,71.9163,12.0273,13.6878,1.8086,10.1343,0.0843,-0.2627,85.0464,16.2798,15.9968,12.7319,13.67,12.1071,9.0585,7.751,10.7822,16.9759,12.078,34.2487,1.5209,1.6663,68.5849,31.4151,61.7538,11.8546,87.4172,86.722,13.278,0.2122,0.5209,1.904,7.3741,1.8031,6.9835,,0.1841,164.4526,10.3347,7.6409,12884860248.43,16.2291,1.6291,83.8908,3.7312,3.5358,2.4257,22.9559,37.7049,37.7049,36.0419,41.9629,41.7124,40.8513,37.15,53.4139,-17.8796,45.3698,33.4461,63.931,16.8576,16.8576,12.7737,-4.2886,71.5181,002050
002050.SZ,20250829,20250630,0.57,0.57,3.9218,3.9218,2.7302,0.2807,3.0935,99795021.38,2010145139.81,4572420643.65,2.1897,1.8554,1.7777,2.0107,0.6045,1.6009,0.3931,2342132124.85,2565153988.07,3173609236.41,-48828681.1896,74157218.8104,11505925812.32,954581371.36,4610666663.49,-8591347725.8,27440071996.64,17115749058.48,6787832374.62,33922323404.23,13991796231.95,0.5088,7.0091,0.3076,3.3741,1.9017,0.6186,-0.0118,0.0179,13.1473,28.1158,71.8842,12.012,13.1473,1.8944,9.8874,0.2302,-0.3284,85.5982,15.6344,15.7732,8.7255,10.39,8.3128,6.2007,5.1684,7.4729,17.451,12.4014,36.8049,1.5824,1.7108,67.9169,32.0831,59.16,13.5918,85.6812,84.271,15.729,0.0887,0.5824,1.7026,6.3039,1.6074,5.9514,,0.0747,167.2044,10.3368,5.1003,12573763074.15,15.5969,1.9206,84.4054,4.8949,4.6933,2.9078,9.4009,42.5,42.5,-1.1568,36.851,36.8145,39.3145,31.66,9.7946,-13.5204,35.562,27.584,50.6136,18.9142,18.9142,18.7497,28.6679,61.0952,002050
002050.SZ,20250430,20250331,0.24,0.24,2.0548,2.0548,0.89,0.3119,3.3635,50110796.99,853305418.85,2057495045.24,1.6499,1.2799,1.1253,1.0406,0.341,0.7758,0.2086,1002035582.54,1125553532.2,,-1042707569.0806,-920069069.0806,11184936434.87,961852989.77,4540459694.78,-203180933.36,18818613972.25,8933524409.53,6741016091.55,25013934890.61,13717692740.1,0.242,5.4208,0.1253,3.6753,-0.0911,0.3016,-0.2794,-0.2465,12.0409,26.8272,73.1728,12.5744,12.0409,1.865,10.6981,0.0113,-0.0483,86.9347,14.498,14.6758,4.5708,4.57,4.3172,3.0621,2.5123,3.8318,18.2832,12.2484,44.9056,1.8151,1.8597,61.0332,38.9668,50.6411,18.1517,80.8847,82.3795,17.6205,0.034,0.8151,1.2124,4.456,1.1277,4.1446,,0.028,169.6141,10.0492,2.4578,12330814146.3,14.4477,1.865,86.9347,4.5708,4.3172,2.5123,6.0964,41.1765,41.1765,333.564,39.3898,38.3602,39.4715,27.17,333.6581,25.8007,4.843,2.217,4.8434,19.099,19.099,19.099,16.4968,10.8671,002050
002050.SZ,20250430,20250331,0.24,0.24,2.0548,2.0548,0.89,0.3119,3.3635,50110796.99,853305418.85,2057495045.24,1.6499,1.2799,1.1253,1.0406,0.341,0.7758,0.2086,1002035582.54,1125553532.2,,,,11184936434.87,961852989.77,4540459694.78,-203180933.36,18818613972.25,8933524409.53,6751813262.66,25013934890.61,13717692740.1,0.242,5.4208,0.1253,3.6753,-0.0911,0.3016,,,12.0409,26.8272,73.1728,12.5744,12.0409,1.865,10.6981,0.0113,-0.0483,86.9347,14.498,14.6758,4.5708,4.57,4.3172,3.0621,2.5123,3.8318,18.2832,12.2484,44.9056,1.8151,1.8597,61.0332,38.9668,50.6411,18.1517,80.8847,82.3795,17.6205,0.034,0.8151,1.2124,4.456,1.1277,4.1446,,0.028,169.6141,10.0492,2.4578,12330814146.3,14.4477,1.865,86.9347,4.5708,4.3172,2.5123,6.0964,41.1765,41.1765,333.564,39.3898,38.3602,39.4715,27.17,333.6581,25.8007,4.843,2.217,4.8434,19.099,19.099,19.099,16.4968,10.8671,002050
002050.SZ,20250327,20241231,0.84,0.84,7.4877,7.4877,0.8765,0.3119,3.1214,-18770084.75,3117935212.81,7677330961.45,1.6358,1.2485,1.1101,4.3925,1.3191,3.1894,0.819,3584846479.52,3722935011.89,4751768709.12,-316304590.2841,199408988.5659,11488964270.87,918115424.39,4428025207.52,-820542438.69,17909894541.78,8667859121.64,5557393876.23,23947668730.95,12814276524.26,0.8303,5.1704,1.1699,3.4333,-0.0486,0.9975,-0.0847,0.0534,11.1343,27.4709,72.5291,13.6039,11.1343,2.5993,11.1613,-0.1567,-0.2251,87.1728,13.2752,13.3213,16.6657,16.77,16.7666,10.9104,9.1192,13.6678,16.6657,10.9104,46.3079,1.8625,1.8349,61.3432,38.6568,49.2643,18.4904,80.5831,80.9814,19.0186,0.3203,0.8625,1.1463,4.3581,1.0638,4.0447,,0.2594,169.705,9.1192,9.0824,11973492405.63,13.2095,3.7321,86.4761,4.2245,4.6098,2.2372,32.1379,3.7037,3.7037,17.2597,4.4217,3.8957,6.0997,6.89,17.2576,-1.616,7.8492,13.9984,7.8425,13.8016,13.8016,32.2866,6.3273,7.8425,002050
002050.SZ,20241031,20240930,0.61,0.61,5.5093,5.5093,0.8678,0.2711,2.9486,53946489.51,2248024206.05,5695325454.62,1.6346,1.2865,1.2541,3.1421,1.0047,2.5814,0.6198,2586202388.87,2755272135.26,,-420961984.7425,175556615.2575,10574381008.36,725570064.03,4485902901.13,355084730.59,17099743042.7,8098326170.12,4747961463.52,23166734716.49,12017059491.76,0.6168,4.9416,0.5341,3.2197,-0.3167,0.7382,-0.1128,0.047,11.2801,27.6971,72.3029,13.8637,11.2801,2.1926,11.6825,-0.0114,-0.2697,87.423,13.4008,13.3992,12.6696,12.61,12.3727,8.3044,6.991,10.2901,16.8928,11.0725,45.8003,1.845,1.8261,60.5218,39.4782,49.6124,19.3636,79.6147,80.8417,19.1583,0.1562,0.845,1.1684,4.1116,1.0832,3.8119,48.1568,0.1263,168.0416,9.3213,6.9381,11391528416.54,13.3827,2.234,88.3572,4.3164,3.9533,2.3617,12.0789,3.3898,3.3898,-15.6507,5.1971,4.9839,6.5909,1.14,-15.6604,-0.4768,3.0767,8.0779,3.0721,8.3639,8.3639,6.8245,-15.3329,7.1016,002050
002050.SZ,20240830,20240630,0.4,0.4,3.6639,3.6639,0.8569,0.2711,2.8374,-12311648.77,1526827093.52,3755681842.15,1.728,1.3423,1.3121,2.1159,0.6791,1.7367,0.4209,1784381358.0,1840844627.04,2269702826.72,-205879545.4704,44120454.5296,10001176464.35,731619046.26,4109112086.73,-1113771345.43,16770371165.47,8511463704.18,4868417949.85,22367994977.81,11602745702.35,0.4058,4.8337,0.3112,3.1085,-0.2811,0.4932,-0.0552,0.0118,11.1265,27.4617,72.5383,12.9118,11.1265,2.1717,11.1188,-0.3786,-0.3249,86.9525,13.5853,13.4603,8.4288,8.32,8.4973,5.6649,4.6827,6.8151,16.8576,11.3298,44.8385,1.8129,1.8085,61.036,38.964,50.6646,18.3705,80.6606,78.7766,21.2234,0.0994,0.8129,1.2156,4.3908,1.1299,4.0813,,0.0783,167.7224,9.3654,4.6607,10773203558.07,13.5562,2.3318,86.5297,4.7767,4.7164,2.6667,14.5624,2.5641,2.5641,-34.9498,10.6793,10.4887,8.586,4.05,-32.4113,-16.3831,0.826,3.7949,0.8257,9.156,9.156,5.64,32.91,29.8614,002050
002050.SZ,20240430,20240331,0.17,0.17,1.7252,1.7252,0.9258,0.2711,2.8534,-23256703.64,670999127.69,1742016587.76,1.7955,1.3534,1.3175,1.0404,0.3197,0.8246,0.1998,809601886.54,792637496.82,,-1175582355.1204,-975582355.1204,9291299105.61,758166395.28,4088335804.61,-1569065982.54,17015467245.04,8958476047.89,5260107396.75,22511166692.86,11662598835.15,0.1735,4.8891,0.0289,3.1245,-0.1898,0.2124,-0.3149,-0.2614,10.0341,27.0518,72.9482,13.0942,10.0341,1.9917,11.4536,-0.3511,-0.0942,87.4277,12.3875,12.3089,3.5843,3.58,3.713,2.4597,2.0051,2.8754,14.3372,9.8388,43.4199,1.7674,1.7832,62.0973,37.9027,52.2578,18.1614,81.0677,79.6502,20.3498,0.0096,0.7674,1.2908,4.4637,1.2035,4.162,,0.0076,178.2764,8.0204,2.01,10165357231.77,12.4364,1.9917,87.4277,3.5843,3.713,2.0051,1.6743,0.0,0.0,-85.8956,13.6611,14.0868,7.7304,20.53,-85.3484,-19.3317,1.9816,2.1011,1.9832,13.3974,13.3974,13.3974,-14.5469,33.5473,002050
